90042,Ou Jingbai,Female,25,18-25,174,70,CHN,1996,Softball,Softball Women's Softball,Silver
101277,Roberto Carlos da Silva,Male,23,18-25,168,67,BRA,1996,Football,Football Men's Football,Bronze
101280,"William ""Bill"" Roberts",Male,24,18-25,173,70,GBR,1936,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
93142,Velimir Perasovi,Male,27,25-30,195,82,CRO,1992,Basketball,Basketball Men's Basketball,Silver
93146,Jean-Christophe Praud,Male,31,Over 30,172,62,FRA,2008,Cycling,"Cycling Men's Mountainbike, Cross-Country",Silver
93148,Jasmina Perazi (-Gipe),Female,19,18-25,184,78,YUG,1980,Basketball,Basketball Women's Basketball,Bronze
93153,Iain Bryden Percy,Male,24,18-25,185,92,GBR,2000,Sailing,Sailing Men's One Person Dinghy,Gold
93153,Iain Bryden Percy,Male,32,Over 30,185,92,GBR,2008,Sailing,Sailing Men's Two Person Keelboat,Gold
93153,Iain Bryden Percy,Male,36,Over 30,185,92,GBR,2012,Sailing,Sailing Men's Two Person Keelboat,Silver
87390,Paavo Johannes Nurmi,Male,26,25-30,174,65,FIN,1924,Athletics,"Athletics Men's Cross-Country, Team",Gold
87390,Paavo Johannes Nurmi,Male,30,25-30,174,65,FIN,1928,Athletics,"Athletics Men's 5,000 metres",Silver
87390,Paavo Johannes Nurmi,Male,30,25-30,174,65,FIN,1928,Athletics,"Athletics Men's 10,000 metres",Gold
87390,Paavo Johannes Nurmi,Male,30,25-30,174,65,FIN,1928,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
87401,Ruslan Nurudinov,Male,24,18-25,183,109,UZB,2016,Weightlifting,Weightlifting Men's Heavyweight,Gold
87404,Liliya Foatovna Nurutdinova,Female,28,25-30,174,52,EUN,1992,Athletics,Athletics Women's 800 metres,Silver
87404,Liliya Foatovna Nurutdinova,Female,28,25-30,174,52,EUN,1992,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
90071,"Jacob ""Jaap"" Oudkerk",Male,27,25-30,180,69,NED,1964,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
95654,Luigi Mino Poggi,Male,30,25-30,,,ITA,1936,Sailing,Sailing Mixed 8 metres,Gold
95663,Ronald Pognon,Male,29,25-30,185,75,FRA,2012,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
109077,Dmitry Alekseyevich Shabanov,Male,32,Over 30,187,106,RUS,1996,Sailing,Sailing Mixed Three Person Keelboat,Silver
109081,Rafiga Makhmudovna Shabanova,Female,32,Over 30,162,57,URS,1976,Handball,Handball Women's Handball,Gold
87405,Theodor Nubaum,Male,51,Over 30,,,GER,1936,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",Bronze
90076,lodie Oudraogo,Female,27,25-30,175,62,BEL,2008,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
90082,"Joseph Raymond Gerald ""Gerry"" Ouellette",Male,22,18-25,173,82,CAN,1956,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
90085,Oussama Al-Oueslati,Male,20,18-25,199,80,TUN,2016,Taekwondo,Taekwondo Men's Welterweight,Bronze
109092,John Thomas Shadden,Male,25,18-25,167,61,USA,1988,Sailing,Sailing Men's Two Person Dinghy,Bronze
98468,Lszl Rajcsnyi,Male,29,25-30,,,HUN,1936,Fencing,"Fencing Men's Sabre, Team",Gold
98468,Lszl Rajcsnyi,Male,41,Over 30,,,HUN,1948,Fencing,"Fencing Men's Sabre, Team",Gold
98468,Lszl Rajcsnyi,Male,45,Over 30,,,HUN,1952,Fencing,"Fencing Men's Sabre, Team",Gold
98469,Imre Rajczy (Rasztovich-),Male,24,18-25,,,HUN,1936,Fencing,"Fencing Men's Sabre, Team",Gold
98479,Trajko Rajkovi,Male,30,25-30,204,96,YUG,1968,Basketball,Basketball Men's Basketball,Silver
98480,Andrs Rajna,Male,35,Over 30,190,88,HUN,1996,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
98481,Klra Rajnai,Female,22,18-25,173,64,HUN,1976,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
98481,Klra Rajnai,Female,22,18-25,173,64,HUN,1976,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
87427,Stacey Annette Nuveman (-Deniz),Female,22,18-25,183,109,USA,2000,Softball,Softball Women's Softball,Gold
109109,Erkin Maksudovich Shagayev,Male,21,18-25,178,74,URS,1980,Water Polo,Water Polo Men's Water Polo,Gold
114645,Gertrd Stefanek,Female,21,18-25,178,65,HUN,1980,Fencing,"Fencing Women's Foil, Team",Bronze
114645,Gertrd Stefanek,Female,29,25-30,178,65,HUN,1988,Fencing,"Fencing Women's Foil, Team",Bronze
114647,Andreea Stefanescu,Female,18,18-25,173,,ITA,2012,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
98487,Jaswant Singh Rajput,Male,,,,,IND,1948,Hockey,Hockey Men's Hockey,Gold
98491,Kiril Manolov Rakarov,Male,24,18-25,178,75,BUL,1956,Football,Football Men's Football,Bronze
106683,Robert Scheidt,Male,23,18-25,188,76,BRA,1996,Sailing,Sailing Mixed One Person Dinghy,Gold
106683,Robert Scheidt,Male,27,25-30,188,76,BRA,2000,Sailing,Sailing Mixed One Person Dinghy,Silver
106683,Robert Scheidt,Male,31,Over 30,188,76,BRA,2004,Sailing,Sailing Mixed One Person Dinghy,Gold
106683,Robert Scheidt,Male,35,Over 30,188,76,BRA,2008,Sailing,Sailing Men's Two Person Keelboat,Silver
106683,Robert Scheidt,Male,39,Over 30,188,76,BRA,2012,Sailing,Sailing Men's Two Person Keelboat,Bronze
90086,Wayne Daniel Ough,Male,25,18-25,190,95,AUS,2004,Baseball,Baseball Men's Baseball,Silver
90101,Robert Ouko,Male,23,18-25,173,68,KEN,1972,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
124368,"Rudolf Jacob ""Ru"" van der Haar",Male,22,18-25,,,NED,1936,Hockey,Hockey Men's Hockey,Bronze
124375,"Christiaan Johannes ""Chris"" van der Hoef",Male,52,Over 30,,,NED,1928,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Silver
114658,"Aikaterini ""Ekaterini"" Stefanidi",Female,26,25-30,173,59,GRE,2016,Athletics,Athletics Women's Pole Vault,Gold
124383,"Johannes Martinus ""Martin"" van der Horst",Male,27,25-30,185,77,NED,1992,Volleyball,Volleyball Men's Volleyball,Silver
124384,"Petrus Michaelis ""Piet"" van der Horst",Male,24,18-25,,,NED,1928,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
119099,Maider Tellera Goi,Female,19,18-25,160,60,ESP,1992,Hockey,Hockey Women's Hockey,Gold
119101,Dulce Mara Tllez Palacio,Female,20,18-25,179,74,CUB,2004,Volleyball,Volleyball Women's Volleyball,Bronze
116398,Bakhodirdzhon Sultanov,Male,19,18-25,166,57,UZB,2004,Boxing,Boxing Men's Bantamweight,Bronze
106693,Bedich Schejbal,Male,,,,,BOH,1908,Fencing,"Fencing Men's Sabre, Team",Bronze
106699,"Charlotta Eva ""Lotta"" Schelin",Female,32,Over 30,179,64,SWE,2016,Football,Football Women's Football,Silver
106702,Frank Reamer Schell,Male,19,18-25,,,USA,1904,Rowing,Rowing Men's Coxed Eights,Gold
119106,Norberto Tllez Santana,Male,20,18-25,186,78,CUB,1992,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
119107,Lon Tellier,Male,,,,,FRA,1900,Sailing,Sailing Mixed 0-0.5 Ton,Bronze
119112,Rodrigo lvaro Tello Valenzuela,Male,20,18-25,170,68,CHI,2000,Football,Football Men's Football,Bronze
116419,John Zoltan Sumegi,Male,25,18-25,182,85,AUS,1980,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Silver
116424,Jemima Jelagat Sumgong,Female,31,Over 30,160,45,KEN,2016,Athletics,Athletics Women's Marathon,Gold
104059,Arvydas Romas Sabonis,Male,23,18-25,223,122,URS,1988,Basketball,Basketball Men's Basketball,Gold
104059,Arvydas Romas Sabonis,Male,27,25-30,223,122,LTU,1992,Basketball,Basketball Men's Basketball,Bronze
104059,Arvydas Romas Sabonis,Male,31,Over 30,223,122,LTU,1996,Basketball,Basketball Men's Basketball,Bronze
104062,Hamilton Sabot,Male,25,18-25,173,63,FRA,2012,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
106704,Ute Schell-Wagner-Stange,Female,22,18-25,180,80,GDR,1988,Rowing,Rowing Women's Coxed Eights,Gold
106704,Ute Schell-Wagner-Stange,Female,26,25-30,180,80,GER,1992,Rowing,Rowing Women's Coxed Eights,Bronze
106706,Anne Schellekens,Female,26,25-30,163,48,NED,2012,Rowing,Rowing Women's Coxed Eights,Bronze
106707,Imke Anne Marian Schellekens-Bartels,Female,31,Over 30,178,61,NED,2008,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
106709,Tobias Schellenberg,Male,25,18-25,176,72,GER,2004,Diving,Diving Men's Synchronized Springboard,Silver
106714,"Heinrich ""Heini"" Scheller",Male,22,18-25,,,SUI,1952,Rowing,Rowing Men's Coxed Fours,Silver
121713,"Friedrich Adolf ""Fritz"" Traun",Male,20,18-25,,,GER,1896,Tennis,Tennis Men's Doubles,Gold
121714,Christine S.  Traurig,Female,43,Over 30,178,58,USA,2000,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
121722,Richard Trautmann,Male,23,18-25,168,65,GER,1992,Judo,Judo Men's Extra-Lightweight,Bronze
121722,Richard Trautmann,Male,27,25-30,168,65,GER,1996,Judo,Judo Men's Extra-Lightweight,Bronze
121723,"Andreas ""Traudl"" Trautmann",Male,21,18-25,184,78,GDR,1980,Football,Football Men's Football,Silver
119125,Judit Temes (-Tuider),Female,21,18-25,,,HUN,1952,Swimming,Swimming Women's 100 metres Freestyle,Bronze
119125,Judit Temes (-Tuider),Female,21,18-25,,,HUN,1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
101287,"David Luther ""Dave"" Roberts",Male,24,18-25,188,81,USA,1976,Athletics,Athletics Men's Pole Vault,Bronze
101290,Edwin Anthony Roberts,Male,23,18-25,173,68,TTO,1964,Athletics,Athletics Men's 200 metres,Bronze
101290,Edwin Anthony Roberts,Male,23,18-25,173,68,TTO,1964,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
101292,Gil Roberts,Male,27,25-30,188,82,USA,2016,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
93162,Feliciano ngel Perducca,Male,26,25-30,,,ARG,1928,Football,Football Men's Football,Silver
93163,Lauren Perdue,Female,21,18-25,170,65,USA,2012,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
87427,Stacey Annette Nuveman (-Deniz),Female,26,25-30,183,109,USA,2004,Softball,Softball Women's Softball,Gold
87427,Stacey Annette Nuveman (-Deniz),Female,30,25-30,183,109,USA,2008,Softball,Softball Women's Softball,Silver
121734,Lucia Traversa,Female,23,18-25,168,62,ITA,1988,Fencing,"Fencing Women's Foil, Team",Silver
121736,Dragan Travica,Male,25,18-25,200,94,ITA,2012,Volleyball,Volleyball Men's Volleyball,Bronze
121739,Aleksandr Konstantinovich Travin,Male,27,25-30,188,85,URS,1964,Basketball,Basketball Men's Basketball,Silver
95666,Sergey Valentinovich Pogorelov,Male,26,25-30,197,110,RUS,2000,Handball,Handball Men's Handball,Gold
95666,Sergey Valentinovich Pogorelov,Male,30,25-30,197,110,RUS,2004,Handball,Handball Men's Handball,Bronze
93169,Marie-Jos Juliana Prec (Hontas-),Female,24,18-25,180,60,FRA,1992,Athletics,Athletics Women's 400 metres,Gold
93169,Marie-Jos Juliana Prec (Hontas-),Female,28,25-30,180,60,FRA,1996,Athletics,Athletics Women's 200 metres,Gold
93169,Marie-Jos Juliana Prec (Hontas-),Female,28,25-30,180,60,FRA,1996,Athletics,Athletics Women's 400 metres,Gold
112011,Tadeusz lusarski,Male,26,25-30,178,76,POL,1976,Athletics,Athletics Men's Pole Vault,Gold
112011,Tadeusz lusarski,Male,30,25-30,178,76,POL,1980,Athletics,Athletics Men's Pole Vault,Silver
112017,Wendy Sly (Smith-),Female,24,18-25,168,52,GBR,1984,Athletics,"Athletics Women's 3,000 metres",Silver
112020,Olga Anatolyevna Slyusareva,Female,31,Over 30,168,60,RUS,2000,Cycling,Cycling Women's Points Race,Bronze
112020,Olga Anatolyevna Slyusareva,Female,35,Over 30,168,60,RUS,2004,Cycling,"Cycling Women's Road Race, Individual",Bronze
121750,Petar Trbojevi,Male,27,25-30,197,94,SCG,2000,Water Polo,Water Polo Men's Water Polo,Bronze
121750,Petar Trbojevi,Male,30,25-30,197,94,SCG,2004,Water Polo,Water Polo Men's Water Polo,Silver
121754,John Treacy,Male,27,25-30,175,59,IRL,1984,Athletics,Athletics Men's Marathon,Silver
124386,Robert Adriaan van der Horst,Male,27,25-30,179,74,NED,2012,Hockey,Hockey Men's Hockey,Silver
124388,Gerda Johanna Marie van der Kade-Koudijs,Female,24,18-25,,,NED,1948,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
124389,Anna Magdalene Van der Kamp,Female,24,18-25,180,73,CAN,1996,Rowing,Rowing Women's Coxed Eights,Silver
124394,Kirsten Irene Merian van der Kolk (-Aardewijn),Female,28,25-30,172,55,NED,2004,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
124394,Kirsten Irene Merian van der Kolk (-Aardewijn),Female,32,Over 30,172,55,NED,2008,Rowing,Rowing Women's Lightweight Double Sculls,Gold
95674,Viktor Oleksandrovych Pohanovskiy,Male,30,25-30,172,71,URS,1980,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
95678,Sulo Arvi Pohjanp (Nordqvist-),Male,20,18-25,185,75,FIN,1908,Gymnastics,Gymnastics Men's Team All-Around,Bronze
95679,Aarne Anders Pohjonen,Male,22,18-25,,,FIN,1908,Gymnastics,Gymnastics Men's Team All-Around,Bronze
95683,"Leonhard ""Leo"" Pohl",Male,27,25-30,183,73,GER,1956,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
112020,Olga Anatolyevna Slyusareva,Female,35,Over 30,168,60,RUS,2004,Cycling,Cycling Women's Points Race,Gold
112030,Hanneke Smabers,Female,26,25-30,164,52,NED,2000,Hockey,Hockey Women's Hockey,Bronze
112031,Minke Smabers (-Smeets),Female,21,18-25,158,49,NED,2000,Hockey,Hockey Women's Hockey,Bronze
112031,Minke Smabers (-Smeets),Female,25,18-25,158,49,NED,2004,Hockey,Hockey Women's Hockey,Silver
112031,Minke Smabers (-Smeets),Female,29,25-30,158,49,NED,2008,Hockey,Hockey Women's Hockey,Gold
112033,Shay-Oren Smadja,Male,22,18-25,,,ISR,1992,Judo,Judo Men's Lightweight,Bronze
112034,Aydyn Smagulov,Male,23,18-25,161,60,KGZ,2000,Judo,Judo Men's Extra-Lightweight,Bronze
112036,Mykola Yakovych Smaha,Male,30,25-30,180,72,URS,1968,Athletics,Athletics Men's 20 kilometres Walk,Bronze
124398,"Willem Frederik ""Wim"" van der Kroft",Male,19,18-25,,,NED,1936,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
109132,Shabban Shahab-ud-Din,Male,26,25-30,,,IND,1936,Hockey,Hockey Men's Hockey,Gold
109135,Muhammad Shahbaz,Male,19,18-25,,,PAK,1992,Hockey,Hockey Men's Hockey,Bronze
109138,Muhammad Shahid,Male,20,18-25,160,66,IND,1980,Hockey,Hockey Men's Hockey,Gold
109141,Hrant Shahinyan,Male,28,25-30,,,URS,1952,Gymnastics,Gymnastics Men's Individual All-Around,Silver
98493,Heidi Maria Hubertina Rakels,Female,24,18-25,178,76,BEL,1992,Judo,Judo Women's Middleweight,Bronze
98495,Nidzhat Aliyevich Rakhimov,Male,22,18-25,176,77,KAZ,2016,Weightlifting,Weightlifting Men's Middleweight,Gold
98498,"Sultanbai Saburovych ""Sultan"" Rakhmanov",Male,30,25-30,188,145,URS,1980,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
98501,Oksana Yevgenyevna Rakhmatulina (Anufrieva-),Female,27,25-30,180,63,RUS,2004,Basketball,Basketball Women's Basketball,Bronze
98501,Oksana Yevgenyevna Rakhmatulina (Anufrieva-),Female,31,Over 30,180,63,RUS,2008,Basketball,Basketball Women's Basketball,Bronze
90122,Sofiane Oumiha,Male,21,18-25,174,60,FRA,2016,Boxing,Boxing Men's Lightweight,Silver
90133,Sarah Ourahmoune,Female,34,Over 30,158,51,FRA,2016,Boxing,Boxing Women's Flyweight,Silver
114665,Ivo Stefanoni,Male,20,18-25,165,55,ITA,1956,Rowing,Rowing Men's Coxed Fours,Gold
114665,Ivo Stefanoni,Male,24,18-25,165,55,ITA,1960,Rowing,Rowing Men's Coxed Fours,Bronze
124412,Everwijn Johan Maarten van der Linden,Male,27,25-30,183,78,NED,1996,Rowing,Rowing Men's Lightweight Double Sculls,Silver
116443,Laura Ann Summerton-Hodges,Female,20,18-25,190,78,AUS,2004,Basketball,Basketball Women's Basketball,Silver
116443,Laura Ann Summerton-Hodges,Female,24,18-25,190,78,AUS,2008,Basketball,Basketball Women's Basketball,Silver
116443,Laura Ann Summerton-Hodges,Female,28,25-30,190,78,AUS,2012,Basketball,Basketball Women's Basketball,Bronze
90143,Sarah Anne Outhwaite-Tait,Female,29,25-30,180,70,AUS,2012,Rowing,Rowing Women's Coxless Pairs,Silver
90144,Nathan Outteridge,Male,26,25-30,179,75,AUS,2012,Sailing,Sailing Men's Skiff,Gold
90144,Nathan Outteridge,Male,30,25-30,179,75,AUS,2016,Sailing,Sailing Men's Skiff,Silver
119137,Stefano Tempesti,Male,33,Over 30,205,100,ITA,2012,Water Polo,Water Polo Men's Water Polo,Silver
119137,Stefano Tempesti,Male,37,Over 30,205,100,ITA,2016,Water Polo,Water Polo Men's Water Polo,Bronze
119142,"Robert Lyman ""Dink"" Templeton",Male,22,18-25,178,75,USA,1920,Rugby,Rugby Men's Rugby,Gold
119147,Nabiba Naftali Temu,Male,23,18-25,174,62,KEN,1968,Athletics,"Athletics Men's 5,000 metres",Bronze
119147,Nabiba Naftali Temu,Male,23,18-25,174,62,KEN,1968,Athletics,"Athletics Men's 10,000 metres",Gold
98507,Mark Semyonovich Rakita,Male,26,25-30,179,78,URS,1964,Fencing,"Fencing Men's Sabre, Team",Gold
98507,Mark Semyonovich Rakita,Male,30,25-30,179,78,URS,1968,Fencing,"Fencing Men's Sabre, Individual",Silver
98507,Mark Semyonovich Rakita,Male,30,25-30,179,78,URS,1968,Fencing,"Fencing Men's Sabre, Team",Gold
98507,Mark Semyonovich Rakita,Male,34,Over 30,179,78,URS,1972,Fencing,"Fencing Men's Sabre, Team",Silver
104079,Elena Sclici (-Petroanu),Female,,,,,ROU,1956,Gymnastics,Gymnastics Women's Team All-Around,Bronze
116447,Irina Vladimirovna Sumnikova (Sviridenko-),Female,23,18-25,170,60,URS,1988,Basketball,Basketball Women's Basketball,Bronze
116447,Irina Vladimirovna Sumnikova (Sviridenko-),Female,27,25-30,170,60,EUN,1992,Basketball,Basketball Women's Basketball,Gold
119151,"Caesar Herman ""Cees"" ten Cate",Male,21,18-25,,,NED,1912,Football,Football Men's Football,Bronze
119154,Eva-Maria ten Elsen (-Hartmann),Female,19,18-25,,,GER,1956,Swimming,Swimming Women's 200 metres Breaststroke,Bronze
119161,Giorgi Tenadze,Male,26,25-30,172,71,URS,1988,Judo,Judo Men's Lightweight,Bronze
98510,Helena Rakoczy (Krzynow-),Female,34,Over 30,166,55,POL,1956,Gymnastics,Gymnastics Women's Team Portable Apparatus,Bronze
98514,Gyula Rkosi,Male,21,18-25,170,70,HUN,1960,Football,Football Men's Football,Bronze
106719,"Norbert ""Norb"" Schemansky",Male,24,18-25,181,105.5,USA,1948,Weightlifting,Weightlifting Men's Heavyweight,Silver
106719,"Norbert ""Norb"" Schemansky",Male,28,25-30,181,105.5,USA,1952,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
106719,"Norbert ""Norb"" Schemansky",Male,36,Over 30,181,105.5,USA,1960,Weightlifting,Weightlifting Men's Heavyweight,Bronze
106719,"Norbert ""Norb"" Schemansky",Male,40,Over 30,181,105.5,USA,1964,Weightlifting,Weightlifting Men's Heavyweight,Bronze
106726,Christian Schenk,Male,23,18-25,200,93,GDR,1988,Athletics,Athletics Men's Decathlon,Gold
119166,Teng Haibin,Male,19,18-25,156,48,CHN,2004,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
119171,Nurbakyt Moldakhmetuly Tengizbayev,Male,25,18-25,168,60,KAZ,2008,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
119172,Georg Henrik Tengvall,Male,24,18-25,,,SWE,1920,Sailing,Sailing Mixed 40 metres,Gold
119174,Martin Tenk,Male,28,25-30,175,90,CZE,2000,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze
98532,va Rakusz,Female,19,18-25,176,69,HUN,1980,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
87455,Hezekiah Munyoro Nyamau,Male,25,18-25,170,68,KEN,1968,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
87455,Hezekiah Munyoro Nyamau,Male,29,25-30,170,68,KEN,1972,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
87458,Nyambayaryn Tgstsogt,Male,20,18-25,168,52,MGL,2012,Boxing,Boxing Men's Flyweight,Silver
87460,Suleiman Nyambui,Male,27,25-30,182,74,TAN,1980,Athletics,"Athletics Men's 5,000 metres",Silver
93189,"Jacqueline Margaret ""Jackie"" Pereira",Female,23,18-25,157,50,AUS,1988,Hockey,Hockey Women's Hockey,Gold
93189,"Jacqueline Margaret ""Jackie"" Pereira",Female,31,Over 30,157,50,AUS,1996,Hockey,Hockey Women's Hockey,Gold
121759,Henryk Trbicki,Male,27,25-30,159,56,POL,1968,Weightlifting,Weightlifting Men's Bantamweight,Bronze
106737,Pavel Schenk,Male,23,18-25,198,88,TCH,1964,Volleyball,Volleyball Men's Volleyball,Silver
106737,Pavel Schenk,Male,27,25-30,198,88,TCH,1968,Volleyball,Volleyball Men's Volleyball,Bronze
106746,Zoltn Schenker (Ozoray),Male,31,Over 30,,,HUN,1912,Fencing,"Fencing Men's Sabre, Team",Gold
106746,Zoltn Schenker (Ozoray),Male,43,Over 30,,,HUN,1924,Fencing,"Fencing Men's Foil, Team",Bronze
106746,Zoltn Schenker (Ozoray),Male,43,Over 30,,,HUN,1924,Fencing,"Fencing Men's Sabre, Team",Silver
121768,Luk Trefil,Male,23,18-25,187,90,CZE,2012,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
121768,Luk Trefil,Male,27,25-30,187,90,CZE,2016,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
106754,Frank Schepke,Male,25,18-25,198,95,GER,1960,Rowing,Rowing Men's Coxed Eights,Gold
106755,Kraft Schepke,Male,26,25-30,190,89,GER,1960,Rowing,Rowing Men's Coxed Eights,Gold
106756,Giovanni Scher,Male,16,Under 18,165,,ITA,1932,Rowing,Rowing Men's Coxed Fours,Silver
106758,Hans Scherbart,Male,30,25-30,,,GER,1936,Hockey,Hockey Men's Hockey,Silver
101298,James Roberts,Male,25,18-25,194,90,AUS,2016,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
93199,Leobaldo O. Pereira Pulido,Male,28,25-30,178,62,CUB,2000,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
95695,Conny Pohlers,Female,25,18-25,164,55,GER,2004,Football,Football Women's Football,Bronze
95695,Conny Pohlers,Female,29,25-30,164,55,GER,2008,Football,Football Women's Football,Bronze
95699,Paula Phlsen (-Scholz),Female,22,18-25,,,GER,1936,Gymnastics,Gymnastics Women's Team All-Around,Gold
101311,Luke Justin Roberts,Male,27,25-30,181,71,AUS,2004,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
112039,Admir Smaji,Male,20,18-25,178,69,YUG,1984,Football,Football Men's Football,Bronze
112040,Irfan Smajlagi,Male,26,25-30,188,84,YUG,1988,Handball,Handball Men's Handball,Bronze
112040,Irfan Smajlagi,Male,34,Over 30,188,84,CRO,1996,Handball,Handball Men's Handball,Gold
112043,Sergey Nikolayevich Smal,Male,23,18-25,166,68,EUN,1992,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
112044,Zygmunt Antoni Smalcerz,Male,31,Over 30,153,52,POL,1972,Weightlifting,Weightlifting Men's Flyweight,Gold
112051,Kim Maree Small (-Tuckwell),Female,23,18-25,159,61,AUS,1988,Hockey,Hockey Women's Hockey,Gold
112053,"Frederick John ""Fred"" Smallbone",Male,28,25-30,187,82,GBR,1976,Rowing,Rowing Men's Coxed Eights,Silver
95703,Heorhiy Vadymovych Pohosov,Male,28,25-30,177,79,URS,1988,Fencing,"Fencing Men's Sabre, Team",Silver
95703,Heorhiy Vadymovych Pohosov,Male,32,Over 30,177,79,EUN,1992,Fencing,"Fencing Men's Sabre, Team",Gold
95705,Yuriy Mykhailovych Poiarkov,Male,27,25-30,186,82,URS,1964,Volleyball,Volleyball Men's Volleyball,Gold
95705,Yuriy Mykhailovych Poiarkov,Male,31,Over 30,186,82,URS,1968,Volleyball,Volleyball Men's Volleyball,Gold
95705,Yuriy Mykhailovych Poiarkov,Male,35,Over 30,186,82,URS,1972,Volleyball,Volleyball Men's Volleyball,Bronze
87473,"Magdolna ""Magda"" Nyri-Kovcs",Female,39,Over 30,164,58,HUN,1960,Fencing,"Fencing Women's Foil, Team",Silver
127039,Eberhard Vogel,Male,21,18-25,179,79,GER,1964,Football,Football Men's Football,Bronze
127039,Eberhard Vogel,Male,29,25-30,179,79,GDR,1972,Football,Football Men's Football,Bronze
127043,Kristina Vogel,Female,21,18-25,160,66,GER,2012,Cycling,Cycling Women's Team Sprint,Gold
127043,Kristina Vogel,Female,25,18-25,160,66,GER,2016,Cycling,Cycling Women's Sprint,Gold
127043,Kristina Vogel,Female,25,18-25,160,66,GER,2016,Cycling,Cycling Women's Team Sprint,Bronze
127045,"Matthew Haynes ""Matt"" Vogel",Male,19,18-25,186,85,USA,1976,Swimming,Swimming Men's 100 metres Butterfly,Gold
127045,"Matthew Haynes ""Matt"" Vogel",Male,19,18-25,186,85,USA,1976,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
109141,Hrant Shahinyan,Male,28,25-30,,,URS,1952,Gymnastics,Gymnastics Men's Team All-Around,Gold
109141,Hrant Shahinyan,Male,28,25-30,,,URS,1952,Gymnastics,Gymnastics Men's Rings,Gold
109141,Hrant Shahinyan,Male,28,25-30,,,URS,1952,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
109149,Marina Vladimirovna Shainova,Female,22,18-25,156,58,RUS,2008,Weightlifting,Weightlifting Women's Lightweight,Silver
114686,Wodzimierz Andrzej Stefaski,Male,26,25-30,192,90,POL,1976,Volleyball,Volleyball Men's Volleyball,Gold
114691,lafur Indrii Stefnsson,Male,35,Over 30,196,94,ISL,2008,Handball,Handball Men's Handball,Silver
114694,Zuzana tefeekov,Female,24,18-25,166,65,SVK,2008,Shooting,Shooting Women's Trap,Silver
114694,Zuzana tefeekov,Female,28,25-30,166,65,SVK,2012,Shooting,Shooting Women's Trap,Silver
124422,Ilse Suzanne van der Meijden,Female,19,18-25,185,71,NED,2008,Water Polo,Water Polo Women's Water Polo,Gold
124427,"Roelof Anttonius ""Olof"" van der Meulen",Male,23,18-25,202,90,NED,1992,Volleyball,Volleyball Men's Volleyball,Silver
124427,"Roelof Anttonius ""Olof"" van der Meulen",Male,27,25-30,202,90,NED,1996,Volleyball,Volleyball Men's Volleyball,Gold
124428,Jean-Franois Van Der Motte,Male,22,18-25,,,BEL,1936,Cycling,"Cycling Men's Road Race, Team",Bronze
